Categoría	Título	Empresa	Ubicación	Contrato	Salario	Experiencia	Fecha publicación	Habilidades	Descripción	Enlace
python	Técnico/a DevOps	Álava Hays	N/D	Indefinido	N/D	N/D	26/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo técnico/a devops en Álava HAYS - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado Entra	https://www.tecnoempleo.com/tecnico-devops-hays/azure-microsoft-365/rf-297f1431b203a376e144
python	Full Stack Developer Python	N/D	Híbrido	Híbrido	N/D	N/D	10/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo full stack developer python en Hibrido Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/full-stack-developer-python-axiom-software-solutio/python-node/rf-34fa1f46922f63e6c04d
python	Machine Learning Engineer (Product)	N/D	Madrid	Temporal	45.000 €	N/D	03/10/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo machine learning engineer (product) en Madrid Multiverse Computing Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidat	https://www.tecnoempleo.com/machine-learning-engineer-product-multiverse-compu/python-pytorch/rf-66ce14f5e21ca3fe9847
python	Data Scientist, Predictive Modeling	N/D	Madrid	Indefinido	N/D	N/D	01/10/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data scientist, predictive modeling en Madrid Santander Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/data-scientist-predictive-modeling-santander/python/rf-4d3617f0e25fe335b048
python	Data Engineer	Cambridge Axiom Software Solutions	N/D	Indefinido	N/D	N/D	09/09/2025	ai, airflow, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer en Cambridge Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/data-engineer-axiom-software-solutions/snowflake-dbt-python-etl/rf-7d321e43e285c3762a42
python	Azure Developer	Utrecht Axiom Software Solutions	N/D	Indefinido	N/D	N/D	19/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo azure developer en Utrecht Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/azure-developer-axiom-software-solutions/azure-java-python-net-json/rf-f57b1a48620b73a4fe46
python	Data Scientist	Axiom Software Solutions	Híbrido	Híbrido	N/D	N/D	19/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data scientist en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candid	https://www.tecnoempleo.com/data-scientist-axiom-software-solutions/python-azureml/rf-72c41f966274f3cf9e4f
python	ML/Data Science Python Developer	N/D	Barcelona	Híbrido	N/D	N/D	18/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, scikit, spark, sql	Oferta de Empleo ml/data science python developer en Hibrido Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candid	https://www.tecnoempleo.com/ml-data-science-python-developer-axiom-software-so/python-pyspark-numpy-pa/rf-d8801782120b839c9c48
python	Software Automation	N/D	N/D	Indefinido	N/D	N/D	01/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo software automation en Krakow Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/software-automation-axiom-software-solutions/python-pipelines-jenkins/rf-343d10051266d36ffa4e
python	Senior Data Engineer	Axpo Group	Madrid	Híbrido	N/D	N/D	03/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo senior data engineer en Hibrido Axpo Group - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/senior-data-engineer-axpo-group/etl-python/rf-3f7a16ab629483ae6b44
python	Administrador Cloud	Trs Staffing Solutions	Sevilla	Remoto	N/D	N/D	02/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo administrador cloud en TRS Staffing Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/administrador-cloud-trs-staffing-solutions/python-aws-azure-net-cloud-terr/rf-8ddb120b32e123d55f49
python	Data Analysis	Frankfurt Axiom Software Solutions	N/D	Indefinido	65k	N/D	18/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data analysis en Frankfurt Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/data-analysis-axiom-software-solutions/aws-sql-pyspark-python/rf-9be51a35b2cc53d75540
python	Data Engineer	Utrecht Axiom Software Solutions	N/D	Indefinido	N/D	N/D	29/08/2025	ai, airflow, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer en Utrecht Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candida	https://www.tecnoempleo.com/data-engineer-axiom-software-solutions/python-azure-power-bi/rf-02de171b922e03e2474f
python	Ingeniero/a DevOps proyectos GNSS	Gmv	Madrid	Híbrido	N/D	N/D	04/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a devops proyectos gnss en Hibrido GMV - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidat	https://www.tecnoempleo.com/ingeniero-devops-proyectos-gnss-gmv/python-c-c-docker-linux-git/rf-8f3113f8f2b883cc9746
python	Desarrollo de soluciones IA - Data Analyst	N/D	Remoto	Remoto	39.000 €	3 años	08/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql, tensorflow	Oferta de Empleo desarrollo de soluciones iadata analy en Presencial Baoss Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/desarrollo-soluciones-ia-data-analyst-baoss/python-sql-power-bi-tableau-lo/rf-ea3d184a02a8b3bf4647
python	Solution architect	N/D	N/D	Indefinido	N/D	N/D	25/08/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo solution architect en London Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/solution-architect-axiom-software-solutions/c-python-sql/rf-2cc61cf8025be3e36b45
python	Senior Python Engineer	Accenture	Madrid	Indefinido	N/D	N/D	25/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior python engineer en Madrid Accenture - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/senior-python-engineer-accenture/python/rf-027311ca22ac03348c42
python	DLP Security Engineer (Proofpoint)	N/D	N/D	Indefinido	N/D	N/D	05/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo dlp security engineer (proofpoint) en West Midlands Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acces	https://www.tecnoempleo.com/dlp-security-engineer-proofpoint-axiom-software-so/cissp-cism-ceh-python/rf-16521a81f2a9e3ecee48
python	Databricks Data Engineer	Axpo Group	Madrid	Híbrido	N/D	N/D	04/09/2025	ai, airflow, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo databricks data engineer en Hibrido Axpo Group - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/databricks-data-engineer-axpo-group/spark-python/rf-0386153972bae3c55b4d
python	AI/ML Engineer	Axiom Software Solutions	Barcelona	Híbrido	30.000 €	N/D	26/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, scikit, spark, sql	Oferta de Empleo ai/ml engineer en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candid	https://www.tecnoempleo.com/ai-ml-engineer-axiom-software-solutions/python-git-data-spark-excel-lan-py/rf-dc7b105822fee39d524a
python	Python Developer	Axiom Software Solutions	Híbrido	Híbrido	N/D	N/D	27/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo python developer en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/python-developer-axiom-software-solutions/python-node-java/rf-3b001f14e266c3f3a149
python	Cloud Solution Architect	N/D	Madrid	Híbrido	N/D	N/D	27/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo cloud solution architect en Hibrido Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/cloud-solution-architect-axiom-software-solutions/ci-cd-aws-azure-python-g/rf-7adc1f3072d3331a4b4b
python	COPILOT Studio Developer	N/D	N/D	Indefinido	N/D	N/D	29/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo copilot studio developer en Rumanía Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/copilot-studio-developer-axiom-software-solutions/python-c-copilot/rf-72101bdc620943563646
python	Data Analyst	Warsaw Axiom Software Solutions	N/D	Indefinido	N/D	N/D	09/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data analyst en Warsaw Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato	https://www.tecnoempleo.com/data-analyst-axiom-software-solutions/sql-python-r/rf-c57c14fda2bde3db6644
python	Developer	Axiom Software Solutions	Madrid	Híbrido	54.000 €	N/D	29/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo developer en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/developer-axiom-software-solutions/pyspark-python-sql/rf-00bf10ff221a739ccd43
python	Senior Software Engineer - Backend & Scalability	N/D	Madrid	Indefinido	N/D	N/D	03/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior software engineerbackend & sca en Madrid Datadog Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/senior-software-engineer-backend-scalability-datad/go-python/rf-138b13eea27443c5404c
python	Business Analyst	Axiom Software Solutions	Barcelona	Híbrido	N/D	N/D	08/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo business analyst en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/business-analyst-axiom-software-solutions/sql-excel-databricks-python/rf-5de712f4b2868340ed41
python	ACPM - Data Analyst	Axiom Software Solutions	Híbrido	Híbrido	54.000 €	N/D	29/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo acpmdata analyst en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/acpm-data-analyst-axiom-software-solutions/python-pyspark-qliksense-powerb/rf-9b3e1cb622cb43687846
python	AI ML Technical Engineer	N/D	N/D	Indefinido	65k	N/D	19/08/2025	ai, airflow, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, scikit, spark, sql, tensorflow	Oferta de Empleo ai ml technical engineer en Frankfurt Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/ai-ml-technical-engineer-axiom-software-solutions/python-java-tensorflow-p/rf-617611b172fea3cd9f4c
python	Application Engineer with IT	N/D	N/D	Indefinido	N/D	N/D	08/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo application engineer with it en West Midlands Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/application-engineer-with-it-axiom-software-soluti/java-python-c-ruby-wind/rf-aca219bf82cd1353b74c
python	Product owner (Data warehouse)	N/D	N/D	Indefinido	N/D	N/D	02/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo product owner (data warehouse) en Utrecht Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidat	https://www.tecnoempleo.com/product-owner-data-warehouse-axiom-software-soluti/etl-sql-python-r/rf-c94a18c61245531a744c
python	Data Analyst (SQL/Phyton)	Aegon N.V	Madrid	Híbrido	N/D	5 años	18/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data analyst (sql/phyton) en Madrid Aegon N.V. - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/data-analyst-sql-phyton-aegon-nv/python/rf-de661ceb7242f3097847
python	Python Developer	Axiom Software Solutions	Madrid	Híbrido	N/D	N/D	25/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo python developer en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/python-developer-axiom-software-solutions/python-sql-aws-spark-pyspark/rf-28061ac4226483e1d44a
python	Digital Health Data Engineer	N/D	N/D	Indefinido	N/D	N/D	01/09/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo digital health data engineer en Italia Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/digital-health-data-engineer-axiom-software-soluti/aws-azure-gcp-python/rf-14b91028826b431c174c
python	IT Operations engineer	N/D	N/D	Indefinido	N/D	N/D	29/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo it operations engineer en Portugal Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/it-operations-engineer-axiom-software-solutions/node-python-java/rf-67dc1e5d8236c356e34c
python	Data Analyst	N/D	N/D	Indefinido	N/D	N/D	15/08/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data analyst en Malmö Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/data-analyst-axiom-software-solutions/sql-python/rf-8a751ec08264a31f1b43
python	Data Analyst/Engineer	N/D	N/D	Indefinido	N/D	N/D	12/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, scikit, spark, sql	Oferta de Empleo data analyst/engineer en London Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registra	https://www.tecnoempleo.com/data-analyst-engineer-axiom-software-solutions/python-pyspark-databricks/rf-2f4c197a22e673c55445
python	Medium BackEnd Developer	N/D	Híbrido	Híbrido	N/D	N/D	01/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo medium backend developer en Hibrido Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/medium-backend-developer-axiom-software-solutions/java-python-sql-aws-azur/rf-b0941dd902157318c04e
python	Data Security Engineer	Bnp Paribas	Madrid	Híbrido	N/D	N/D	05/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data security engineer en Hibrido BNP Paribas - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/data-security-engineer-bnp-paribas/python-ibm/rf-7ca81e0cb207b3b4d64b
python	Lead Red Team	Global Exchange	Teletrabajo	Híbrido	N/D	1 años	07/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo lead red team en Hibrido Global Exchange - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regist	https://www.tecnoempleo.com/lead-red-team-global-exchange/pentesting-ciberseguridad-python/rf-5af318948264a32f2743
python	Senior Python-Django Developers	Plexus	Remoto	Remoto	N/D	N/D	11/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior python-django developers en Plexus - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/senior-python-django-developers-plexus/python/rf-322b1cc3b209a35e994c
python	Python Developer	N/D	N/D	Indefinido	N/D	N/D	15/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo python developer en Amsterdam Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/python-developer-axiom-software-solutions/python-sql/rf-5df8183d721a8359724e
python	Fullstack Python Developer	Plexus	Madrid	Indefinido	N/D	N/D	06/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo fullstack python developer en Madrid Plexus - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/fullstack-python-developer-plexus/python/rf-e26f15c142d10345684d
python	FX Business analyst	Axiom Software Solutions	Remoto	Remoto	N/D	N/D	29/07/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo fx business analyst en Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato	https://www.tecnoempleo.com/fx-business-analyst-axiom-software-solutions/python-linux-aws-agile-data-e/rf-df641a19b2dcf3471f47
python	Programador Python y Pyspark	Grupo Ns	Madrid	Híbrido	N/D	N/D	14/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo programador python y pyspark en Hibrido Grupo NS - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidat	https://www.tecnoempleo.com/programador-python-pyspark-grupo-ns/python-pyspark/rf-5cec164f72a913fd204b
python	Business Analyst	Axiom Software Solutions	Barcelona	Híbrido	35k	N/D	11/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo business analyst en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/business-analyst-axiom-software-solutions/python-excel-powerbi-tableau/rf-24da1c5de2324393d84f
python	Senior Python Programmers	Plexus	Remoto	Remoto	N/D	N/D	11/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo senior python programmers en Plexus - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/senior-python-programmers-plexus/tableau-sql/rf-09d914d9022a93cbcd43
python	IT Platform Cloud Engineer	N/D	N/D	Indefinido	N/D	N/D	08/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo it platform cloud engineer en Coimbra Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/it-platform-cloud-engineer-axiom-software-solution/python-bash-powershell-/rf-21061808f2c39394834d
python	Data Engineer	Sopra Steria	Madrid	Indefinido	N/D	N/D	14/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer en Madrid Sopra Steria - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/data-engineer-sopra-steria/sql-oracle/rf-ece216d2a2bb83ecee41
python	Senior Site Reliability Engineer	N/D	N/D	Indefinido	N/D	N/D	07/08/2025	ai, aws, azure, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior site reliability engineer en Holanda Septentrional Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis	https://www.tecnoempleo.com/senior-site-reliability-engineer-axiom-software-so/terraform-splunk-python/rf-25e41336f22cd331374a
python	Data Technical Lead	N/D	N/D	Indefinido	85,000euros	N/D	07/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data technical lead en Frankfurt Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/data-technical-lead-axiom-software-solutions/aws-s3-redshift-glue-etl-pyth/rf-7979154c92ce335c5348
