Categoría	Título	Empresa	Ubicación	Contrato	Salario	Experiencia	Fecha publicación	Habilidades	Descripción	Enlace
data-science	Senior Data Engineer	Epam	Madrid	Indefinido	N/D	N/D	18/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior data engineer en Madrid EPAM - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/senior-data-engineer-epam/pyspark-python/rf-52d6107c822273a3b140
data-science	Senior Web Developer	Axpo Group	Madrid	Híbrido	N/D	N/D	12/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior web developer en Hibrido Axpo Group - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/senior-web-developer-axpo-group/react-rxjs/rf-8d62116eb2ffa3d83c42
data-science	IT Application Engineer	Axpo Group	Madrid	Indefinido	N/D	N/D	04/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo it application engineer en Madrid Axpo Group - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/it-application-engineer-axpo-group/azure-saml/rf-434e1453d29e03373643
data-science	Big Data Engineer - Data Lake	Santander	Madrid	Indefinido	N/D	N/D	03/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo big data engineerdata lake en Madrid Santander - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/big-data-engineer-data-lake-santander/scala-spark-etl-sql/rf-563811b51200d3773a4c
data-science	Senior Data Engineer	Axpo Group	Madrid	Híbrido	N/D	N/D	03/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo senior data engineer en Hibrido Axpo Group - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/senior-data-engineer-axpo-group/etl-python/rf-3f7a16ab629483ae6b44
data-science	Data Modeler / Bi Developer	Plexus	Remoto	Remoto	N/D	N/D	19/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data modeler / bi developer en Plexus - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/data-modeler-bi-developer-plexus/python-sql/rf-0f4b100dc27ed34ca44f
data-science	Data Engineer	Utrecht Axiom Software Solutions	N/D	Indefinido	N/D	N/D	29/08/2025	ai, airflow, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer en Utrecht Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candida	https://www.tecnoempleo.com/data-engineer-axiom-software-solutions/python-azure-power-bi/rf-02de171b922e03e2474f
data-science	Project Manager Microsoft Dynamics	N/D	N/D	Indefinido	N/D	N/D	05/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo project manager microsoft dynamics en Utrecht Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/project-manager-microsoft-dynamics-axiom-software-/dynamics-pmp-prince2/rf-3fe613db32b07309934f
data-science	Senior SAP BW/4HANA Consultant	Epam	Madrid	Indefinido	N/D	N/D	15/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior sap bw/4hana consultant en Madrid EPAM - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/senior-sap-bw-4hana-consultant-epam/sap/rf-2b3c1761722a73551742
data-science	Lead SAP BW/4HANA Consultant	Epam	Madrid	Indefinido	N/D	N/D	17/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo lead sap bw/4hana consultant en Madrid EPAM - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/lead-sap-bw-4hana-consultant-epam/sap/rf-9e1d1410127233fd7947
data-science	SAP S/4HANA IT Developer	Epam	Madrid	Indefinido	N/D	N/D	12/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo sap s/4hana it developer en Madrid EPAM - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/sap-s-4hana-it-developer-epam/sap/rf-f8981daf924b03e8a245
data-science	Senior Developer .NET	Bnp Paribas	Madrid	Híbrido	N/D	N/D	17/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior developer .net en Hibrido BNP Paribas - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/senior-developer-net-bnp-paribas/net-net-core/rf-ce661909a2213301614e
data-science	SOAR Specialist	Utrecht Axiom Software Solutions	N/D	Indefinido	N/D	N/D	19/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo soar specialist en Utrecht Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/soar-specialist-axiom-software-solutions/kql-azure-powerapps/rf-7f2c1bf30210c332ab48
data-science	Frontend AI Engineer	N/D	Barcelona	Indefinido	N/D	N/D	18/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql, tensorflow	Oferta de Empleo frontend ai engineer en Spain-barcelona-hybrid Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Can	https://www.tecnoempleo.com/frontend-ai-engineer-axiom-software-solutions/tensorflow-js-pytorch/rf-89411814f26213a47443
data-science	SOC Analyst	N/D	N/D	Indefinido	N/D	N/D	11/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo soc analyst en United Kingdom-reading-hybrid Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/soc-analyst-axiom-software-solutions/ics-scada/rf-f6d612ba32de93fbba42
data-science	Cloud Platform Engineer	N/D	Barcelona	Híbrido	N/D	N/D	18/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo cloud platform engineer en Hibrido Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/cloud-platform-engineer-axiom-software-solutions/aws-cdk/rf-57e21f90024703792d4e
data-science	Full-Stack Developer (Spark/Scala)	Talan	N/D	Indefinido	N/D	N/D	03/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo full-stack developer (spark/scala) en Málaga Talan - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candid	https://www.tecnoempleo.com/full-stack-developer-spark-scala-talan/spring/rf-f6951243422a639bc144
data-science	JAVA Fullstack Developer	Bnp Paribas	Madrid	Indefinido	N/D	N/D	19/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo java fullstack developer en Madrid BNP Paribas - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/java-fullstack-developer-bnp-paribas/angular-spring/rf-848e10e5521073a6f043
data-science	Information Architect	N/D	N/D	Indefinido	N/D	N/D	11/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo information architect en United Kingdom-macclesfield-hybrid Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate grat	https://www.tecnoempleo.com/information-architect-axiom-software-solutions/agile-scrum/rf-7c371133e22cb3a1354a
data-science	Senior Data Engineer (Palantir)	Epam	N/D	Indefinido	N/D	N/D	10/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior data engineer (palantir) en Málaga EPAM - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/senior-data-engineer-palantir-epam/pyspark-python/rf-e98b1ac3421fb3286149
data-science	Tech Co-ordinator	London Axiom Software Solutions	N/D	Indefinido	N/D	N/D	09/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo tech co-ordinator en London Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/tech-co-ordinator-axiom-software-solutions/autodesk-bim-cad/rf-647d1459a2dc13c80d41
data-science	Senior AI Software Engineer	Epam	Madrid	Indefinido	N/D	N/D	10/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior ai software engineer en Madrid EPAM - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/senior-ai-software-engineer-epam/llm-machine-learning/rf-bbf11f66027de3de6d4b
data-science	Investment Technology Business Analyst	N/D	N/D	Indefinido	N/D	N/D	09/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo investment technology business analyst en Dublin Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso C	https://www.tecnoempleo.com/investment-technology-business-analyst-axiom-softw/sql/rf-34df1904021d23fe4846
data-science	Enterprise Architect	N/D	N/D	Indefinido	N/D	N/D	02/09/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo enterprise architect en London Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/enterprise-architect-axiom-software-solutions/azure/rf-1f821ecb4207d3c3a94f
data-science	Senior Developer .NET	Bnp Paribas	Madrid	Híbrido	N/D	N/D	17/09/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior developer .net en Hibrido BNP Paribas - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/senior-developer-net-bnp-paribas/net-mvc/rf-078a1006d259b3c6084e
data-science	Digital Health Data Engineer	N/D	N/D	Indefinido	N/D	N/D	01/09/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo digital health data engineer en Italia Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/digital-health-data-engineer-axiom-software-soluti/aws-azure-gcp-python/rf-14b91028826b431c174c
data-science	IBM MDM Architect	London Axiom Software Solutions	N/D	Indefinido	N/D	N/D	08/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ibm mdm architect en London Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/ibm-mdm-architect-axiom-software-solutions/ibm-etl/rf-efb4148b52b753f1544c
data-science	ML/Data Science Python Developer	N/D	Barcelona	Híbrido	N/D	N/D	18/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, scikit, spark, sql	Oferta de Empleo ml/data science python developer en Hibrido Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candid	https://www.tecnoempleo.com/ml-data-science-python-developer-axiom-software-so/python-pyspark-numpy-pa/rf-d8801782120b839c9c48
data-science	Appian Developer	Warsaw Axiom Software Solutions	N/D	Indefinido	N/D	N/D	18/07/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo appian developer en Warsaw Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/appian-developer-axiom-software-solutions/appian/rf-15ca13f7e239c3595a46
data-science	Junior Technology Risk IT Auditor	Ey	Malaga	Indefinido	N/D	N/D	06/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo junior technology risk it auditor en Málaga EY - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/junior-technology-risk-it-auditor-ey/gdpr-sap/rf-af771557527c33376742
data-science	Data Analyst	N/D	N/D	Indefinido	N/D	N/D	15/08/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data analyst en Malmö Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/data-analyst-axiom-software-solutions/sql-python/rf-8a751ec08264a31f1b43
data-science	AI ML Technical Architect	N/D	N/D	Indefinido	100k	N/D	17/07/2025	ai, airflow, aws, azure, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, scikit, spark, sql, tensorflow	Oferta de Empleo ai ml technical architect en Frankfurt Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/ai-ml-technical-architect-axiom-software-solutions/python-java-tensorflow-/rf-8d911d599282f37e9649
data-science	Splunk Consultant	N/D	N/D	Indefinido	N/D	N/D	11/08/2025	ai, aws, azure, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo splunk consultant en Amsterdam Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/splunk-consultant-axiom-software-solutions/splunk/rf-888f19be629943646c45
data-science	Senior Appian Developer	N/D	N/D	Indefinido	N/D	N/D	24/07/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior appian developer en Warsaw Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regist	https://www.tecnoempleo.com/senior-appian-developer-axiom-software-solutions/appian-bmp/rf-5db113be423b93ccaa4d
data-science	Software Development Engineer	Amazon	Madrid	Indefinido	N/D	N/D	22/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo software development engineer en Madrid Amazon - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/software-development-engineer-amazon/java-c/rf-48511f6522c4a33ebc47
data-science	Business Analyst	Axiom Software Solutions	Barcelona	Híbrido	35k	N/D	11/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo business analyst en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/business-analyst-axiom-software-solutions/python-excel-powerbi-tableau/rf-24da1c5de2324393d84f
data-science	IT Security Expert	Nestle	Madrid	Híbrido	N/D	N/D	23/07/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo it security expert en Hibrido Nestle - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/it-security-expert-nestle/ciberseguridad-python/rf-d8ca1eb72220535e3242
data-science	Report Writer (Oracle Fusion)	N/D	N/D	Indefinido	N/D	N/D	31/07/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo report writer (oracle fusion) en London Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/report-writer-oracle-fusion-axiom-software-solutio/oac-bi-otbi-sql/rf-9fc91d3812757341fd47
data-science	Full Stack Developer Mobile	Basf	Madrid	Indefinido	N/D	N/D	15/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo full stack developer mobile en Madrid BASF - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/full-stack-developer-mobile-basf/html-css/rf-c9fd162ba28eb3e1a64f
data-science	Data Technical Lead	N/D	N/D	Indefinido	85,000euros	N/D	07/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data technical lead en Frankfurt Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/data-technical-lead-axiom-software-solutions/aws-s3-redshift-glue-etl-pyth/rf-7979154c92ce335c5348
data-science	Front End AI Engineer	N/D	Barcelona	Indefinido	N/D	N/D	14/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql, tensorflow	Oferta de Empleo front end ai engineer en Spain-barcelona-hybrid Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Ca	https://www.tecnoempleo.com/front-end-ai-engineer-axiom-software-solutions/react-angular-vue-typescrip/rf-2ade1032a2bba3a5104c
data-science	Data Engineer Senior	Randstad Es	Madrid	Indefinido	N/D	N/D	15/07/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer senior en Madrid Randstad ES - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/data-engineer-senior-randstad-es/pyspark-scala/rf-1aa51a6e42c1b39b364e
data-science	Risk Compliance	Axiom Software Solutions	Híbrido	Híbrido	45.000 €	N/D	18/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo risk compliance en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/risk-compliance-axiom-software-solutions/ciberseguridad/rf-58c9160b820903f0734f
data-science	IT Business Analyst	Sopra Steria	Barcelona	Indefinido	N/D	N/D	15/07/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo it business analyst en Barcelona Sopra Steria - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/it-business-analyst-sopra-steria/scrum-confluence/rf-f2f51fb092b5639ac94b
data-science	AI ML Technical Engineer	N/D	N/D	Indefinido	65k	N/D	19/08/2025	ai, airflow, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, scikit, spark, sql, tensorflow	Oferta de Empleo ai ml technical engineer en Frankfurt Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/ai-ml-technical-engineer-axiom-software-solutions/python-java-tensorflow-p/rf-617611b172fea3cd9f4c
data-science	Senior Technical Consultant	N/D	Híbrido	Híbrido	45.000 €	N/D	11/08/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior technical consultant en Hibrido Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/senior-technical-consultant-axiom-software-solutio/java-python-kafka/rf-4b7b1ab2028c23f26942
data-science	Junior Backend Developer	N/D	N/D	Indefinido	N/D	N/D	17/07/2025	ai, airflow, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo junior backend developer en Warsaw Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/junior-backend-developer-axiom-software-solutions/spark-scala-etl/rf-d2a31e08024423b3e84e
data-science	Full Stack Developer	N/D	Híbrido	Híbrido	N/D	N/D	12/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo full stack developer en Hibrido Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registra	https://www.tecnoempleo.com/full-stack-developer-axiom-software-solutions/angular-html-javascript/rf-378d1c6982a80323ee45
data-science	Full Stack Developers	Basf	Madrid	Indefinido	N/D	N/D	28/07/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo full stack developers en Madrid BASF - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/full-stack-developers-basf/java-angular/rf-816b1aa7923f83e16c47
data-science	AI Engineer	Axiom Software Solutions	Barcelona	Híbrido	N/D	N/D	14/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ai engineer en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato	https://www.tecnoempleo.com/ai-engineer-axiom-software-solutions/python-eks/rf-64d71eae724173ae264a
data-science	SC Cleared AWS Cloud Architect	N/D	N/D	Indefinido	N/D	N/D	24/07/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo sc cleared aws cloud architect en London Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato	https://www.tecnoempleo.com/sc-cleared-aws-cloud-architect-axiom-software-solu/aws-sql-linux/rf-c9ce1ae3f280f3d05b40
